A.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	kun la provo rekapti trankvilon	அமைதியை மீட்டெடுக்கும் முயற்சியுடன்	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	கொஞ்சம் அமைதி	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	ஒரு விளக்கின் ஒளி	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	யாரோ அவரது கண்களை நேரடியாக இயக்கினர்	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	யாரோ ஒருவர் கண்களுக்கு அனுப்பிய விளக்கு	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	நல்லிணக்கத்தை தடுத்தது	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	~ என்று அவருக்குத் தோன்றியது	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	விளக்கு வைத்திருந்த மனித வடிவம்	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	ஆடை போலீஸ் அணிய	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	நீங்கள் இங்கே என்ன செய்கிறீர்கள்?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	அதிகாரபூர்வமான குரல் ஒலிக்கிறது	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	தயவுசெய்து பேசுங்கள் ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	கொஞ்சம் தெளிவாக	a little clear	grupo	alternativoj	prononco
level	la alia diris	மற்றவர் கூறினார்	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	இன்னும் முக்கியமான தொனியில்	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	நான் நடந்து வருகிறேன்	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	நீங்கள் பண்ணையில் நடக்கிறீர்கள்	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	கவுண்டமணியின்	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	கவுண்டஸ் பண்ணை	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	நள்ளிரவில்	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	கவுண்டஸ் உங்களை அழைத்தாரா?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	~ பற்றி அவளுக்கு தெரியுமா?	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	உங்கள் இருப்பு பற்றி	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	உங்கள் இருப்பு இங்கே	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	நான் உங்களிடம் கேட்க வேண்டும் ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	என்னைப் பின்தொடரும்படி கேட்கிறார்	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	மற்றும் அவர் விளக்கினார் ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	~ என்று விளக்கினார்	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	தவறான முயற்சியில் இருந்து	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	கவுண்டஸைப் பிடிக்க தவறான முயற்சி	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	காரணமாக ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	பயங்கரவாதிகள் காரணமாக	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	போலீசார் கவனமாக சோதனை செய்கிறார்கள்	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	என்ன நடக்கிறது என்பதை சரிபார்க்கிறது	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	சுற்றுப்புறத்தில் ஏற்படுகிறது	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	கோட்டையின்	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	கோட்டையின் சுற்றுப்புறம்	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	தொழிலதிபருக்கு	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	~ என்று தோன்றியது	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	இந்த நேரத்தில் அவரது இதயம் விழுந்தது	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	காலில் விழுந்தான்	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	அது அவருக்குத் தெரியும் ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	அவர் கண்டுபிடிக்க முயற்சி செய்வார்	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	ஏற்றுக்கொள்ளக்கூடிய விளக்கத்தைக் கண்டறிய	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	ஒருவரின் சொந்த இருப்பு பற்றி	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	கவுண்டஸ்ஸுக்கு எல்லாம் தெரியும் என்ற எண்ணம்	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	இந்த யோசனை அவருக்கு கொஞ்சம் நம்பிக்கையை இழந்தது	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	சிறிய நம்பிக்கை	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	சிறிய நம்பிக்கை இருந்தது	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	காவல்துறையின் முதல் வார்த்தைகளுக்குப் பிறகு	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	மேலும் ~ மேலும் ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	நீண்டது சிறந்தது	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	எவ்வளவாக இருந்தாலும் பரவாயில்லை	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	கால் மணி நேரத்திற்கு முன்பு	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	அவர்கள் திரும்பி வந்தனர்	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	பயங்கரமான துரதிர்ஷ்டத்திற்குப் பிறகு	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	மக்கள் வெளியேறினர்	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	மற்றும் பழைய நகரங்கள் உடைந்தன	and the old cities fell apart	grupo	alternativoj	prononco
