B.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	rektoro de IKU (Internacia Kongresa Universitato)	IKU (इंटरनॅशनल काँग्रेस युनिव्हर्सिटी) चे रेक्टर	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	आरोग्य विमा आणि प्रवास विमा	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	कागदपत्रे आणि व्हिसा	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	वैध आयडी	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	एक वैध पासपोर्ट	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	व्हिसा जारी करण्याचे नियम	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	व्हिसा मिळवणे	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	UEA (युनिव्हर्सल एस्पेरांतो असोसिएशन) चे CO (मध्यवर्ती कार्यालय)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	अधिकृत पुष्टीकरण पत्र डाउनलोड करण्यासाठी (आमंत्रण पत्र)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	ऑर्डर फॉर्म वापरून	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	व्हिसा जारी करणाऱ्या प्राधिकरणाकडे	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	अधिकृत काँग्रेस कालावधी	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	UEA (युनिव्हर्सल एस्पेरांतो असोसिएशन) द्वारे निवास बुक केले	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	संभाव्य बदलांची माहिती देण्यासाठी	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	प्रवास विमा काढण्यासाठी	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	सहल रद्द करण्याशिवाय	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	विम्यामध्ये आरोग्य उपचारांचा समावेश होतो	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	अपघातांच्या बाबतीत	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	सूटकेस जमा करण्यासाठी	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	आंतरराष्ट्रीय विमानतळ	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	बस किंवा टॅक्सी किंवा कारने जाण्यासाठी	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	राइड सुमारे 40 मिनिटे घेते	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	बस स्टॉपसाठी भुयारी मार्ग वापरण्यासाठी	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	दुसऱ्या विमानतळावरही उतरलो	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	काँग्रेसशी संबंधित बाबींसाठी	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	अधिकृत चलन युरो आहे	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	स्टोअर क्रेडिट कार्ड स्वीकारते	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	सामान्य विनिमय दराने	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	अधिकृत भाषा म्हणून मान्यता	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	नळाचे पाणी पिण्यायोग्य आहे	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	गॅससह खनिज पाणी खरेदी करण्यासाठी	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	टीप प्रशंसा केली परंतु आवश्यक नाही	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	शहर वाहतूक	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	बस स्टॉपच्या स्वयंचलित तिकीट बॉक्समधून खरेदी केले जाऊ शकते	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	अधिवेशनाच्या ठिकाणी माहिती बूथ	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	सोमवारी प्रबोधन कार्यक्रम	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	चळवळ निष्पक्ष	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	एकुमेनिकल सेवा	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	काँग्रेस बॉल	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	संचालक मंडळ प्रतिसाद देते	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	विशेषज्ञ बैठक	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	अधिवेशन लिलाव	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	UEA ची समिती (युनिव्हर्सल एस्पेरांतो असोसिएशन)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	नोंदणीकृत काँग्रेस सहभागी	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	काँग्रेस क्रमांकासह नोंदणी फॉर्म	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	दुसऱ्या वृत्तपत्राप्रमाणे सर्व सेवा वितरीत करण्यासाठी	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	अनोळखी लोकांचे यादृच्छिक खोली सामायिकरण	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	फक्त आगाऊ संमती देणाऱ्यांसाठी उपलब्ध	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	इतर ठिकाणी सूचित केल्याशिवाय	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	टूर एक मार्गदर्शक सोबत असेल	tours will be accompanied by a guide	grupo	alternativoj	prononco
