C.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	korelativa	un correlativo	a correlative	grupo	alternativoj	prononco
level	logogrifo	un logogrifo, un puzzle	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	metrica	metrics	grupo	alternativoj	prononco
level	trofeo	un trofeo	a trophy	grupo	alternativoj	prononco
level	miriametro	un miriametro	a miriameter	grupo	alternativoj	prononco
level	monogramo	un monogramma	a monogram	grupo	alternativoj	prononco
level	salvo	una salva, uno scoppio, una raffica	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	un obolo, un obolo	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	ottativo	optative	grupo	alternativoj	prononco
level	paleografio	paleografia	paleography	grupo	alternativoj	prononco
level	parafrazo	una parafrasi	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	un paradigma	a paradigm	grupo	alternativoj	prononco
level	pentametro	un pentametro	a pentameter	grupo	alternativoj	prononco
level	piastro	una piastra	a piastre	grupo	alternativoj	prononco
level	pleonasmo	un pleonasmo, una ridondanza	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	un pretrito, un tempo passato	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	un sillogismo	a syllogism	grupo	alternativoj	prononco
level	spektro	uno spettro	a spectrum	grupo	alternativoj	prononco
level	solecismo	un solecismo	a solecism	grupo	alternativoj	prononco
level	hierarkio	gerarchia (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	congiuntivo	subjunctive	grupo	alternativoj	prononco
level	spontanea	spontaneo	spontaneous	grupo	alternativoj	prononco
level	amuleto	un amuleto	an amulet	grupo	alternativoj	prononco
level	tropo	un tropo	a trope	grupo	alternativoj	prononco
level	atributo	un attributo	an attribute	grupo	alternativoj	prononco
level	kluki	chiocciare	to cluck	grupo	alternativoj	prononco
level	akvilegio	una colombina, un'aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	una primula scarlatta (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	un'angelica	an angelica	grupo	alternativoj	prononco
level	aorto	un'aorta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, un sedano selvatico, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnica, rovina del leopardo, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fiordo, fiordo	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavismo	atavism	grupo	alternativoj	prononco
level	balzamino	un balsamo, impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	un bisturi	a bistoury	grupo	alternativoj	prononco
level	bronkito	bronchite	bronchitis	grupo	alternativoj	prononco
level	celulozo	cellulosa	cellulose	grupo	alternativoj	prononco
level	ciklopo	Ciclope	Cyclops	grupo	alternativoj	prononco
level	endivio	un'indivia, una cicoria (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	una ballata	a ballade	grupo	alternativoj	prononco
level	entomologio	entomologia	entomology	grupo	alternativoj	prononco
level	erizipelo	erisipela	erysipelas	grupo	alternativoj	prononco
level	haremo	un harem (stanza delle donne musulmane)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	dedurre	to deduce	grupo	alternativoj	prononco
level	eŭnuko	un eunuco	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	un corpetto, un corpetto	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	una ghiandaia (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	una cifra, un codice, una combinazione	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	un'orbita	an orbit	grupo	alternativoj	prononco
level	harpio	arpia, un'aquila arpia	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	eliotropio, eliotropio	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	ermafrodito	hermaphrodite	grupo	alternativoj	prononco
level	polipo	un polipo	a polyp	grupo	alternativoj	prononco
level	hidroterapio	idroterapia	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	ipertrofia	hypertrophy	grupo	alternativoj	prononco
level	hisopo	issopo (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	affrescare	fresco	grupo	alternativoj	prononco
level	humero	omero	humerus	grupo	alternativoj	prononco
level	hegemonio	egemonia, dominio	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	un leccio, un agrifoglio	an ilex, a holly	grupo	alternativoj	prononco
level	irido	un'iride (fiore)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	calendula, calendula	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	un fanello	a linnet	grupo	alternativoj	prononco
level	blokado	blocco	blockade	grupo	alternativoj	prononco
level	kokono	un bozzolo	a cocoon	grupo	alternativoj	prononco
level	kondoro	un condor	a condor	grupo	alternativoj	prononco
level	bojkoti	boicottare	to boycott	grupo	alternativoj	prononco
level	konvolvulo	un convolvolo, una gloria mattutina, un convolvolo	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	un calabrone	a hornet	grupo	alternativoj	prononco
level	kreso	un crescione	a cress	grupo	alternativoj	prononco
level	kumino	un cumino	a cumin	grupo	alternativoj	prononco
level	malario	malaria	malaria	grupo	alternativoj	prononco
level	marasmo	marasma, emaciazione	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	un obelisco	an obelisk	grupo	alternativoj	prononco
level	meliso	una melissa	a melissa	grupo	alternativoj	prononco
level	merlango	un merlano	a whiting	grupo	alternativoj	prononco
level	divano	un divano, un consiglio orientale, un pouf	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	un microbo	a microbe	grupo	alternativoj	prononco
level	milvo	un aquilone (uccello)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	una mimosa	a mimosa	grupo	alternativoj	prononco
level	monomanio	monomania	monomania	grupo	alternativoj	prononco
level	moruo	un merluzzo	a cod fish	grupo	alternativoj	prononco
level	nizo	uno sparviero	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	un sarcofago	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	lupinella, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	un'orchidea	an orchid	grupo	alternativoj	prononco
level	ekvacio	un'equazione	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontologia	paleontology	grupo	alternativoj	prononco
level	naso	una trappola per anguille, una trappola per pesci	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	un'aragosta, un gambero di mare	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	un babbuino	a baboon	grupo	alternativoj	prononco
level	pistilo	un pistillo, un pestello	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	un pesce piatto, una passera	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	un porro	a leek	grupo	alternativoj	prononco
level	rajo	una razza, una razza, una pastinaca	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	un candelabro, un candeliere	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	retina	retina	grupo	alternativoj	prononco
level	reŭmatismo	reumatismi	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	un prete	a priest	grupo	alternativoj	prononco
level	turbo	una trottola	a spinning top	grupo	alternativoj	prononco
level	slipo	un foglietto, una scheda d'archivio	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	una batista, un cambrico	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	un serafino	a seraph	grupo	alternativoj	prononco
level	sevrugo	uno storione stellato, uno storione stellato	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	uno sfintere	a sphincter	grupo	alternativoj	prononco
level	sifiliso	sifilide, vaiolo	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tubercolo, tubercolosi (= tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	un seme di senape	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	una fanfara	a fanfare	grupo	alternativoj	prononco
level	skalpo	un cuoio capelluto	a scalp	grupo	alternativoj	prononco
level	skorzonero	una scorzonera nera	a black salsify	grupo	alternativoj	prononco
level	talismano	un talismano, una mascotte	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	sperma, sperma	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	una tarantola	a tarantula	grupo	alternativoj	prononco
level	revizoro	un revisore dei conti, un ispettore	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	una tinca	a tench	grupo	alternativoj	prononco
level	celerio	un sedano	a celery	grupo	alternativoj	prononco
level	cidonio	una mela cotogna	a quince	grupo	alternativoj	prononco
level	galantino	gelatina	gellatine	grupo	alternativoj	prononco
level	grogo	un grog, Toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	caramello	caramel	grupo	alternativoj	prononco
level	kirŝo	un kirsh, un brandy alla ciliegia	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	una composta, una composta di frutta	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	una nespola	a medlar	grupo	alternativoj	prononco
level	mirabelo	una mirabella	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pessimismo	pessimism	grupo	alternativoj	prononco
level	plebo	plebe, gente comune	plebs, common people	grupo	alternativoj	prononco
level	saguo	un sago	a sago	grupo	alternativoj	prononco
level	vermuto	un vermuth (vino)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabesco	arabesque	grupo	alternativoj	prononco
level	arbalesto	una balestra, un fucile subacqueo	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	midollo, midollo, midollo	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	balistica	ballistics	grupo	alternativoj	prononco
level	orgio	un'orgia	an orgy	grupo	alternativoj	prononco
level	baziliko	una basilica	a basilica	grupo	alternativoj	prononco
level	gruzo	una ghiaia, una sabbia	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	un burnus, un burnoose	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	un diapason, un diapason	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dinamite	dynamite	grupo	alternativoj	prononco
level	maroko	Marocco	Morocco	grupo	alternativoj	prononco
level	ditirambo	un ditirambo	a dithyramb	grupo	alternativoj	prononco
level	eklogo	un'egloga	an eclogue	grupo	alternativoj	prononco
level	falango	una falange	a phalanx	grupo	alternativoj	prononco
level	garnituro	una guarnitura	a garniture	grupo	alternativoj	prononco
level	geodezio	geodesia	geodesy	grupo	alternativoj	prononco
level	gladiatoro	un gladiatore	a gladiator	grupo	alternativoj	prononco
level	glazuro	una glassa, glassa, glassa, vernice	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	un delettante, un dilettante, un dilettante	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	un caleidoscopio	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	un'alabarda	a halberd	grupo	alternativoj	prononco
level	harmoniumo	un armonium	a harmonium	grupo	alternativoj	prononco
level	uzuro	un'usura	a usury	grupo	alternativoj	prononco
level	hipodromo	un ippodromo, un ippodromo	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	un impresario, un uomo d'affari	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	una cabriolet, una decappottabile	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	un calibro	a caliber	grupo	alternativoj	prononco
level	kameo	un cameo	a cameo	grupo	alternativoj	prononco
level	kartografio	cartografia	cartography	grupo	alternativoj	prononco
level	aŭtokrato	un autocrate	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	un cartiglio	a cartouche	grupo	alternativoj	prononco
level	dekadenco	una decadenza	a decadence	grupo	alternativoj	prononco
level	kazemato	una casamatta	a casemate	grupo	alternativoj	prononco
level	kepo	un kepi	a kepi	grupo	alternativoj	prononco
level	monarkio	monarchia (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	uno xilofono	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	una quadriglia	a quadrille	grupo	alternativoj	prononco
level	majoliko	una maiolica	a majolica	grupo	alternativoj	prononco
level	makadamo	un macadam	a macadam	grupo	alternativoj	prononco
level	matadoro	un matador, un torero	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	una manifestazione, una manifestazione	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	un metronomo	a metronome	grupo	alternativoj	prononco
level	oktavo	un'ottava	an octave	grupo	alternativoj	prononco
level	orografio	orografia	orography	grupo	alternativoj	prononco
level	palankeo	un palanchino, una lettiga (trasporto uomo-portaggio)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	una partitura completa (musicale)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	un peristilio	a peristyle	grupo	alternativoj	prononco
level	petardo	un petardo, un petardo	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	un pilastro	a pilaster	grupo	alternativoj	prononco
level	pontono	un pontile	a pontoon	grupo	alternativoj	prononco
level	solventa	solvente	solvent	grupo	alternativoj	prononco
level	recitativo	un recitativo	a recitative	grupo	alternativoj	prononco
level	rokoko	rococò	rococo	grupo	alternativoj	prononco
level	rotondo	una rotonda	a rotunda	grupo	alternativoj	prononco
level	ametisto	un'ametista	an amethyst	grupo	alternativoj	prononco
level	semaforo	un semaforo, un segnale, un semaforo	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	un settetto	a septet	grupo	alternativoj	prononco
level	serajlo	un serraglio	a seraglio	grupo	alternativoj	prononco
level	serenado	una serenata	a serenade	grupo	alternativoj	prononco
level	arkeologo	un archeologo (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	Sinedrio, Sinedrio	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	una base, un piedistallo, un plinto	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	una nappa, un pompon, una nappa, una frangia	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	un tamburello	a tambourine	grupo	alternativoj	prononco
level	tamtamo	un tamtam, un tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	un tandem, una bicicletta tandem	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	una tarantella	a tarantella	grupo	alternativoj	prononco
level	tiaro	una tiara, una corona papale	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	un'esca, un legno da toccare	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	una toga	a toga	grupo	alternativoj	prononco
level	topografio	topografia	topography	grupo	alternativoj	prononco
level	toreadoro	un torero, un torero	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	un raso, un rasatello	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	un transetto, una crociera	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	un trombone	a trombone	grupo	alternativoj	prononco
level	turbino	una turbina	a turbine	grupo	alternativoj	prononco
level	ulano	un ulan, un ulan	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	speculare (affari), giocare d'azzardo	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	uno sloop, una barca shaloop, una grande imbarcazione utilitaria	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
