C.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	garolo	en jay (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	et chiffer, en kode, en kombinasjon	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	en bane	an orbit	grupo	alternativoj	prononco
level	harpio	harpy, en harpy ørn	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotrop, Heliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermafroditt	hermaphrodite	grupo	alternativoj	prononco
level	polipo	en polypp	a polyp	grupo	alternativoj	prononco
level	hidroterapio	hydroterapi	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hypertrofi	hypertrophy	grupo	alternativoj	prononco
level	hisopo	isop (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	freske	fresco	grupo	alternativoj	prononco
level	humero	humerus	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemoni, dominans	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	en ilex, en kristtorn	an ilex, a holly	grupo	alternativoj	prononco
level	irido	en iris (blomst)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	calendula, en ringblomst	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	et linnett	a linnet	grupo	alternativoj	prononco
level	blokado	blokade	blockade	grupo	alternativoj	prononco
level	kokono	en kokong	a cocoon	grupo	alternativoj	prononco
level	kondoro	en kondor	a condor	grupo	alternativoj	prononco
level	bojkoti	å boikotte	to boycott	grupo	alternativoj	prononco
level	konvolvulo	en konvolvulus, en morgenfrue, en vinde	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	en hornet	a hornet	grupo	alternativoj	prononco
level	kreso	en karse	a cress	grupo	alternativoj	prononco
level	kumino	en spisskummen	a cumin	grupo	alternativoj	prononco
level	malario	malaria	malaria	grupo	alternativoj	prononco
level	marasmo	marasmus, avmagring	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	en obelisk	an obelisk	grupo	alternativoj	prononco
level	meliso	en melissa	a melissa	grupo	alternativoj	prononco
level	merlango	en hvitting	a whiting	grupo	alternativoj	prononco
level	divano	en divan, et orientalsk råd, ottomansk	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	en mikrobe	a microbe	grupo	alternativoj	prononco
level	milvo	en drage (fugl)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	en mimosa	a mimosa	grupo	alternativoj	prononco
level	monomanio	monomani	monomania	grupo	alternativoj	prononco
level	moruo	en torskefisk	a cod fish	grupo	alternativoj	prononco
level	nizo	en spurvehauk	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	en sarkofag	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	sainfoin, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	en orkide	an orchid	grupo	alternativoj	prononco
level	ekvacio	en ligning	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontologi	paleontology	grupo	alternativoj	prononco
level	naso	en ålefelle, en fiskefelle	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	en pigghummer, sjøkreps	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	en bavian	a baboon	grupo	alternativoj	prononco
level	pistilo	en pistil, en støder	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	en flat fisk, en flyndre	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	en purre	a leek	grupo	alternativoj	prononco
level	rajo	en rokke, en skøyte, en rokke	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	en lysestake, en lysestake	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	netthinnen	retina	grupo	alternativoj	prononco
level	reŭmatismo	revmatisme	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	en prest	a priest	grupo	alternativoj	prononco
level	turbo	en snurretopp	a spinning top	grupo	alternativoj	prononco
level	slipo	en lapp, et arkivkort	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	en batiste, en cambric	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	en seraf	a seraph	grupo	alternativoj	prononco
level	sevrugo	en stjernestørje, en stjernestørje	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	en lukkemuskel	a sphincter	grupo	alternativoj	prononco
level	sifiliso	syfilis, kopper	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tuberkel, tuberkulose (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	et sennepsfrø	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	en fanfare	a fanfare	grupo	alternativoj	prononco
level	skalpo	en hodebunn	a scalp	grupo	alternativoj	prononco
level	skorzonero	en svart salsify	a black salsify	grupo	alternativoj	prononco
level	talismano	en talisman, en maskot	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	sæd, sæd	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	en tarantella	a tarantula	grupo	alternativoj	prononco
level	revizoro	en revisor, en inspektør	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	en suter	a tench	grupo	alternativoj	prononco
level	celerio	en selleri	a celery	grupo	alternativoj	prononco
level	cidonio	en kvede	a quince	grupo	alternativoj	prononco
level	galantino	gelatin	gellatine	grupo	alternativoj	prononco
level	grogo	en grogg, toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	karamell	caramel	grupo	alternativoj	prononco
level	kirŝo	en kirsh, en kirsebærbrandy	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	en kompott, en stuet frukt	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	en mispel	a medlar	grupo	alternativoj	prononco
level	mirabelo	en mirabelle	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pessimisme	pessimism	grupo	alternativoj	prononco
level	plebo	plebs, vanlige folk	plebs, common people	grupo	alternativoj	prononco
level	saguo	en sago	a sago	grupo	alternativoj	prononco
level	vermuto	en vermuth (vin)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabesk	arabesque	grupo	alternativoj	prononco
level	arbalesto	en armbrøst, en spydpistol	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	medulla, marg, marg	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	ballistikk	ballistics	grupo	alternativoj	prononco
level	orgio	en orgie	an orgy	grupo	alternativoj	prononco
level	baziliko	en basilika	a basilica	grupo	alternativoj	prononco
level	gruzo	en grus, en grus	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	en brennende, en brennende	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	en diapason, en stemmegaffel	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dynamitt	dynamite	grupo	alternativoj	prononco
level	maroko	Marokko	Morocco	grupo	alternativoj	prononco
level	ditirambo	en dithyramb	a dithyramb	grupo	alternativoj	prononco
level	eklogo	en eklog	an eclogue	grupo	alternativoj	prononco
level	falango	en falanks	a phalanx	grupo	alternativoj	prononco
level	garnituro	et garnityr	a garniture	grupo	alternativoj	prononco
level	geodezio	geodesi	geodesy	grupo	alternativoj	prononco
level	gladiatoro	en gladiator	a gladiator	grupo	alternativoj	prononco
level	glazuro	en glasur, glasur, frosting, lakk	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	en delettant, en amatør, en dabbler	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	et kaleidoskop	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	en hellebard	a halberd	grupo	alternativoj	prononco
level	harmoniumo	et harmonium	a harmonium	grupo	alternativoj	prononco
level	uzuro	et åger	a usury	grupo	alternativoj	prononco
level	hipodromo	en hippodrome, en hesteveddeløpsbane	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	en impresario, en forretningsmann	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	en cabriolet, en cabriolet	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	et kaliber	a caliber	grupo	alternativoj	prononco
level	kameo	en cameo	a cameo	grupo	alternativoj	prononco
level	kartografio	kartografi	cartography	grupo	alternativoj	prononco
level	aŭtokrato	en autokrat	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	en kartusj	a cartouche	grupo	alternativoj	prononco
level	dekadenco	en dekadanse	a decadence	grupo	alternativoj	prononco
level	kazemato	en kasemat	a casemate	grupo	alternativoj	prononco
level	kepo	en kepi	a kepi	grupo	alternativoj	prononco
level	monarkio	monarki (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	en xylofon	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	en kvadrille	a quadrille	grupo	alternativoj	prononco
level	majoliko	en majolika	a majolica	grupo	alternativoj	prononco
level	makadamo	en makadam	a macadam	grupo	alternativoj	prononco
level	matadoro	en matador, en tyrefekter	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	en demonstrasjon, et rally	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	en metronom	a metronome	grupo	alternativoj	prononco
level	oktavo	en oktav	an octave	grupo	alternativoj	prononco
level	orografio	orografi	orography	grupo	alternativoj	prononco
level	palankeo	en palanquin, et kull (transport av mennesker)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	en full score (musikal)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	en peristyl	a peristyle	grupo	alternativoj	prononco
level	petardo	en petard, fyrverkeri	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	en pilaster	a pilaster	grupo	alternativoj	prononco
level	pontono	en pongtong	a pontoon	grupo	alternativoj	prononco
level	solventa	løsemiddel	solvent	grupo	alternativoj	prononco
level	recitativo	et resitativ	a recitative	grupo	alternativoj	prononco
level	rokoko	rokokko	rococo	grupo	alternativoj	prononco
level	rotondo	en rotunde	a rotunda	grupo	alternativoj	prononco
level	ametisto	en ametyst	an amethyst	grupo	alternativoj	prononco
level	semaforo	en semafor, et signal, et trafikklys	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	en septett	a septet	grupo	alternativoj	prononco
level	serajlo	en seraglio	a seraglio	grupo	alternativoj	prononco
level	serenado	en serenade	a serenade	grupo	alternativoj	prononco
level	arkeologo	en arkeolog (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	sanhedrin, sanhedrim	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	en base, en sokkel, en sokkel	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	en dusk, en pompong, en dusk, en frynser	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	en tamburin	a tambourine	grupo	alternativoj	prononco
level	tamtamo	en tamtam, en tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	en tandem, en tandemsykkel	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	en tarantella	a tarantella	grupo	alternativoj	prononco
level	tiaro	en tiara, en pavelig krone	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	en tinder, en touchwood	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	en toga	a toga	grupo	alternativoj	prononco
level	topografio	topografi	topography	grupo	alternativoj	prononco
level	toreadoro	en toreador, en tyrefekter	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	en sateng, en sateng	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	et tverrskip, et cruise	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	en trombone	a trombone	grupo	alternativoj	prononco
level	turbino	en turbin	a turbine	grupo	alternativoj	prononco
level	ulano	en ulan, en uhlan	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	å spekulere (business), å gamble	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	en slupp, en shaloop-båt, en stor bruksbåt	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	et splint	a shrapnel	grupo	alternativoj	prononco
level	okulta	okkult	occult	grupo	alternativoj	prononco
level	baleto	en ballett	a ballet	grupo	alternativoj	prononco
level	anomalio	en anomali	an anomaly	grupo	alternativoj	prononco
level	puritano	en puritaner	a puritan	grupo	alternativoj	prononco
level	bazalto	en basalt	a basalt	grupo	alternativoj	prononco
level	berilo	en beryl, en jaspis	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	et dynamometer	a dynamometer	grupo	alternativoj	prononco
level	grafito	en grafitt	a graphite	grupo	alternativoj	prononco
level	gutaperko	en guttaperka	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	å apotrosisere, å guddommeliggjøre	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hydrostatikk	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	en calomel	a calomel	grupo	alternativoj	prononco
level	kolodio	en kollosjon	a collodion	grupo	alternativoj	prononco
level	konglomerato	et konglomerat	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	en nattverd, et sakrament	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	kosmogoni	cosmogony	grupo	alternativoj	prononco
level	kosmografio	kosmografi	cosmography	grupo	alternativoj	prononco
level	kreozoto	kreosot	creosote	grupo	alternativoj	prononco
level	kronometro	et kronometer	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	kvadratur	quadrature	grupo	alternativoj	prononco
level	horoskopo	et horoskop	a horoscope	grupo	alternativoj	prononco
level	kvociento	en kvotient	a quotient	grupo	alternativoj	prononco
level	lapiso	luna kaustisk	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritme	logarithm	grupo	alternativoj	prononco
level	lozanĝo	en pastill, en diamant	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	en malakitt	a malachite	grupo	alternativoj	prononco
level	manometro	et manometer, en trykkmåler	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	meridian (linje)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteor, et stjerneskudd	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorologi	meteorology	grupo	alternativoj	prononco
level	mikrometro	et mikrometer	a micrometer	grupo	alternativoj	prononco
level	purgatorio	skjærsilden	purgatory	grupo	alternativoj	prononco
level	mineralogio	mineralogi	mineralogy	grupo	alternativoj	prononco
level	plagiato	plagiat	plagiarism	grupo	alternativoj	prononco
level	naftalino	naftalen	naphthalene	grupo	alternativoj	prononco
level	nikotino	nikotin	nicotine	grupo	alternativoj	prononco
level	onikso	onyx	onyx	grupo	alternativoj	prononco
level	ozono	ozon	ozone	grupo	alternativoj	prononco
level	estono	en estisk	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	et parallellogram	a parallelogram	grupo	alternativoj	prononco
level	perimetro	en omkrets	a perimeter	grupo	alternativoj	prononco
level	segmento	et segment	a segment	grupo	alternativoj	prononco
level	sifono	en sifon	a siphon	grupo	alternativoj	prononco
level	stalagmito	en stalagmitt	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	en dryppstein	a stalactite	grupo	alternativoj	prononco
level	striknino	stryknin	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	å ekskommunisere	to excommunicate	grupo	alternativoj	prononco
level	talko	talkum, fransk kritt	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangent	tangent	grupo	alternativoj	prononco
level	trapezo	en trapes, en trapes	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometri	trigonometry	grupo	alternativoj	prononco
level	vazelino	vaselin, vaselin	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmud	Talmud	grupo	alternativoj	prononco
level	abnegacio	fornektelse, selvfornektelse	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	et alibi	an alibi	grupo	alternativoj	prononco
level	koncesii	å innrømme, å lisensiere, å gi franchise	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	en utdannet videregående skole, en bachelor	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brahmin	Brahman, brahmin	grupo	alternativoj	prononco
