B.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (ကမ္ဘာ့မင်းမဲ့ဝါဒီအဖွဲ့)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	ပျင်းစရာကောင်းတဲ့ ဟောပြောပွဲတွေ	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	ဌာနဆိုင်ရာအသီးသီးအတွက် တာဝန်ကျအရာရှိများ	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	buty အရာရှိများက အဖွဲ့လိုက် ပူးပေါင်းဆောင်ရွက်သည်။	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	ခရီးသွားအေးဂျင့်	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	လေယာဉ်လက်မှတ်	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	ဟိုတယ်နှင့် လေယာဉ်လက်မှတ်တို့ကို ဖျက်သိမ်းခဲ့သည်။	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	convention courier	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	ပထမသတင်းလွှာ၊ ဒုတိယသတင်းလွှာ	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	ကွန်ဂရက် ဆောင်ပုဒ်	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	စကားပြောသင်တန်းများ	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	ယာယီအစီအစဉ်များ	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	အမိန့်၏အထွေထွေအခြေအနေများ	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	ကွန်ဂရက်အကြိုခရီးစဉ်	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	ကွန်ဂရက်နောက်ပိုင်းခရီးစဉ်	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	တစ်နေကုန် ခရီးများ	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	နေ့တစ်ဝက်ခရီးစဉ်	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	ကွန်ဂရက်ခရီးစဉ်အတွင်း စားပွဲတစ်ခု	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	ယူကေတစ်ဝိုက် (Universal Congress)၊	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	မီဒီယာများနှင့် အဆက်အသွယ်ရှိသည်။	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	အစီအစဉ်ကို ဒုတိယသမ္မတက ဥက္ကဋ္ဌအဖြစ် ဆောင်ရွက်သည်။	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	နိုင်ငံအာဏာပိုင်တွေနဲ့	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	အတွင်းရေးမှူး၊ ဘဏ္ဍာရေးမှူး	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	အနုပညာပွဲများ	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	ကလေးကွန်ဂရက်	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	လူမှုရေးဝက်ဘ်ဆိုက်များ	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	ကွန်ဂရက်၏ဆောင်ပုဒ်ဒါရိုက်တာ	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	IKU (International Congress University) ပါမောက္ခချုပ်၊	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	ကျန်းမာရေးအာမခံနှင့် ခရီးသွားအာမခံ	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	စာရွက်စာတမ်းများနှင့်ဗီဇာ	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	တရားဝင် ID	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	တရားဝင်ပတ်စပို့	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	ဗီဇာထုတ်ပေးခြင်းဆိုင်ရာ စည်းမျဉ်းများ	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	ဗီဇာရရှိခြင်း။	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	UAA (Universal Esperanto Association) ၏ CO (ဗဟိုရုံး)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	တရားဝင်အတည်ပြုစာ (ဖိတ်ကြားလွှာ) ကိုဒေါင်းလုဒ်လုပ်ရန်	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	အမိန့်ပုံစံကို အသုံးပြု	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	ဗီဇာထုတ်ပေးရေးအာဏာပိုင်ထံ	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	တရားဝင်ကွန်ဂရက်ကြာချိန်	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	UAA (Universal Esperanto Association) မှတဆင့် ကြိုတင်မှာယူထားသော တည်းခိုခန်း	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	ဖြစ်နိုင်သောအပြောင်းအလဲများအကြောင်း အသိပေးရန်	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	ခရီးသွားအာမခံရယူရန်	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	ခရီးစဉ်ဖျက်သိမ်းခြင်းမှလွဲ၍	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	အာမခံသည် ကျန်းမာရေးကုသမှု အကျုံးဝင်သည်။	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	ယာဉ်မတော်တဆမှုများအတွက်	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	ခရီးဆောင်အိတ်များကို အပ်နှံရန်	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	အပြည်ပြည်ဆိုင်ရာလေဆိပ်	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	ဘတ်စ်ကား သို့မဟုတ် တက္ကစီ သို့မဟုတ် ကားဖြင့်သွားပါ။	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	စီးနင်းရန် မိနစ် ၄၀ ခန့် ကြာသည်။	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	ဘတ်စ်ကားမှတ်တိုင်သို့ မြေအောက်ရထားကို အသုံးပြုရန်	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	အခြားလေဆိပ်သို့လည်း ဆင်းသက်ခဲ့သည်။	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	ကွန်ဂရက်နဲ့ ပတ်သက်တဲ့ ကိစ္စတွေအတွက်	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	တရားဝင်ငွေကြေးမှာ ယူရိုဖြစ်သည်။	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	စတိုးဆိုင်သည် အကြွေးဝယ်ကတ်များကို လက်ခံသည်။	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	သာမန်ငွေလဲနှုန်းဖြင့်	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	ရုံးသုံးဘာသာစကားအဖြစ် အသိအမှတ်ပြုသည်။	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	ပိုက်ရေ​သောက်​နိုင်​သည်​	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	ဓါတ်ငွေ့နဲ့ တွင်းထွက်ရေကို ဝယ်ပါ။	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	ချီးမြှောက်သော်လည်း မလိုအပ်ပါ။	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	မြို့တွင်းသယ်ယူပို့ဆောင်ရေး	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	ဘတ်စ်ကားမှတ်တိုင်၏ အလိုအလျောက် လက်မှတ်သေတ္တာတွင် ဝယ်ယူနိုင်ပါသည်။	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	စည်းဝေးပွဲကျင်းပရာနေရာ၌ သတင်းအချက်အလတ်ပြခန်း	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	တနင်္လာနေ့ ဉာဏ်အလင်းအစီအစဉ်	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	လှုပ်ရှားမှု မျှတခြင်း။	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Ecumenical ဝန်ဆောင်မှု	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	လွှတ်တော်ဘောလုံး	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	ဒါရိုက်တာဘုတ်အဖွဲ့က တုံ့ပြန်သည်။	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	အထူးကုအစည်းအဝေး	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	ကွန်ဗင်းရှင်းလေလံ	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	UAA ၏ ကော်မတီ (Universal Esperanto Association)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
