C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	pilastro	pilasteri	a pilaster	grupo	alternativoj	prononco
level	pontono	ponttoni	a pontoon	grupo	alternativoj	prononco
level	solventa	liuotin	solvent	grupo	alternativoj	prononco
level	recitativo	resitatiivi	a recitative	grupo	alternativoj	prononco
level	rokoko	rokokoo	rococo	grupo	alternativoj	prononco
level	rotondo	rotunda	a rotunda	grupo	alternativoj	prononco
level	ametisto	ametisti	an amethyst	grupo	alternativoj	prononco
level	semaforo	semafori, merkkivalo, liikennevalo	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	septetti	a septet	grupo	alternativoj	prononco
level	serajlo	seraglio	a seraglio	grupo	alternativoj	prononco
level	serenado	serenadi	a serenade	grupo	alternativoj	prononco
level	arkeologo	arkeologi (=arĥeologo)	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	sanhedrin, sanhedrim	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	alusta, jalusta, sokkeli	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	tupsu, tupsu, tupsu, hapsut	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	tamburiini	a tambourine	grupo	alternativoj	prononco
level	tamtamo	tamtam, tomtom	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	tandem, tandem polkupyörä	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	tarantella	a tarantella	grupo	alternativoj	prononco
level	tiaro	tiara, paavin kruunu	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	tinder, kosketuspuu	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	toga	a toga	grupo	alternativoj	prononco
level	topografio	topografia	topography	grupo	alternativoj	prononco
level	toreadoro	toreadori, härkätaistelija	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	satiini, satiini	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	risteily, risteily	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	pasuuna	a trombone	grupo	alternativoj	prononco
level	turbino	turbiini	a turbine	grupo	alternativoj	prononco
level	ulano	ulan, uhlan	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	spekuloida (liiketoiminta), pelata uhkapeliä	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	sloop, shaloop-vene, suuri hyötyvene	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	sirpale	a shrapnel	grupo	alternativoj	prononco
level	okulta	okkultismi	occult	grupo	alternativoj	prononco
level	baleto	baletti	a ballet	grupo	alternativoj	prononco
level	anomalio	anomalia	an anomaly	grupo	alternativoj	prononco
level	puritano	puritaani	a puritan	grupo	alternativoj	prononco
level	bazalto	basaltti	a basalt	grupo	alternativoj	prononco
level	berilo	berylli, jaspis	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	dynamometrin	a dynamometer	grupo	alternativoj	prononco
level	grafito	grafiitti	a graphite	grupo	alternativoj	prononco
level	gutaperko	guttapercha	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	apotrosoida, jumalallistaa	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hydrostatiikka	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	kalomeli	a calomel	grupo	alternativoj	prononco
level	kolodio	kollodia	a collodion	grupo	alternativoj	prononco
level	konglomerato	konglomeraatti	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	ehtoollinen, sakramentti	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	kosmogonia	cosmogony	grupo	alternativoj	prononco
level	kosmografio	kosmografia	cosmography	grupo	alternativoj	prononco
level	kreozoto	kreosootti	creosote	grupo	alternativoj	prononco
level	kronometro	kronometrin	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	kvadratuuri	quadrature	grupo	alternativoj	prononco
level	horoskopo	horoskooppi	a horoscope	grupo	alternativoj	prononco
level	kvociento	osamäärä	a quotient	grupo	alternativoj	prononco
level	lapiso	luna kaustinen	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritmi	logarithm	grupo	alternativoj	prononco
level	lozanĝo	pastilli, timantti	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	malakiitti	a malachite	grupo	alternativoj	prononco
level	manometro	painemittari, painemittari	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	meridiaani (viiva)	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteori, tähdenlento	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorologia	meteorology	grupo	alternativoj	prononco
level	mikrometro	mikrometri	a micrometer	grupo	alternativoj	prononco
level	purgatorio	kiirastuli	purgatory	grupo	alternativoj	prononco
level	mineralogio	mineralogia	mineralogy	grupo	alternativoj	prononco
level	plagiato	plagiointi	plagiarism	grupo	alternativoj	prononco
level	naftalino	naftaleeni	naphthalene	grupo	alternativoj	prononco
level	nikotino	nikotiini	nicotine	grupo	alternativoj	prononco
level	onikso	onyx	onyx	grupo	alternativoj	prononco
level	ozono	otsoni	ozone	grupo	alternativoj	prononco
level	estono	virolainen	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	suunnikas	a parallelogram	grupo	alternativoj	prononco
level	perimetro	kehä	a perimeter	grupo	alternativoj	prononco
level	segmento	segmentti	a segment	grupo	alternativoj	prononco
level	sifono	sifonin	a siphon	grupo	alternativoj	prononco
level	stalagmito	stalagmiitti	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	tippukivi	a stalactite	grupo	alternativoj	prononco
level	striknino	strykniini	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	ekskommunikoida	to excommunicate	grupo	alternativoj	prononco
level	talko	talkki, ranskalainen liitu	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangentti	tangent	grupo	alternativoj	prononco
level	trapezo	trapetsi, trapetsi	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometria	trigonometry	grupo	alternativoj	prononco
level	vazelino	vaseliini, vaseliini	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmud	Talmud	grupo	alternativoj	prononco
level	abnegacio	kieltäytyminen, itsensä kieltäminen	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	alibi	an alibi	grupo	alternativoj	prononco
level	koncesii	myöntää, lisenssi, franchising	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	ylioppilas, kandidaatti	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brahmin	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	demagogi	a demagogue	grupo	alternativoj	prononco
level	etnografio	etnografia	ethnography	grupo	alternativoj	prononco
level	fakiro	fakiiri, faquir	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	aureoli, aura, halo (=nimbo)	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	mentori	a mentor	grupo	alternativoj	prononco
level	pesimisto	pessimisti	a pessimist	grupo	alternativoj	prononco
level	feministo	feministi	a feminist	grupo	alternativoj	prononco
level	hetmano	hetmani	a hetman	grupo	alternativoj	prononco
level	binoklo	kiikarit	binoculars	grupo	alternativoj	prononco
level	kalifo	kalifi	caliph	grupo	alternativoj	prononco
level	diluvo	vedenpaisumus, tulva	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	takuita, tunnustusta	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	kodikiili	a codicil	grupo	alternativoj	prononco
level	kongregacio	seurakunta	a congregation	grupo	alternativoj	prononco
level	konsistorio	konsistoria	a consistory	grupo	alternativoj	prononco
level	kvestoro	kvestori	a quaestor	grupo	alternativoj	prononco
level	lamao	Lama	Lama	grupo	alternativoj	prononco
level	stenografi	pikakirjoitukseen, pikakirjoitukseen	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	mandariini (upseeri)	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	väline	a medium	grupo	alternativoj	prononco
level	metempsikozo	metempsykoosi, reinkarnaatio	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	monoteismi	monotheism	grupo	alternativoj	prononco
level	pivoto	nivel	a pivot	grupo	alternativoj	prononco
level	nepotismo	nepotismi	nepotism	grupo	alternativoj	prononco
level	sortimento	valikoima, valikoima lajikkeita	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	nihilismi	nihilism	grupo	alternativoj	prononco
level	nihilisto	nihilisti	a nihilist	grupo	alternativoj	prononco
level	nimbo	nimbus, halo	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	numismatiikka	numismatics	grupo	alternativoj	prononco
level	cisterno	säiliö, säiliö, tankkeri	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	hylkääminen	ostracism	grupo	alternativoj	prononco
level	panteismo	panteismi	pantheism	grupo	alternativoj	prononco
level	panteisto	panteisti	a pantheist	grupo	alternativoj	prononco
level	spekulativa	spekulatiivista	speculative	grupo	alternativoj	prononco
level	parafo	parafi, nimikirjaimet	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	vakuutus	an insurance policy	grupo	alternativoj	prononco
level	politeismo	polyteismi	polytheism	grupo	alternativoj	prononco
level	prerogativo	etuoikeus	a prerogative	grupo	alternativoj	prononco
level	protektorato	protektoraatti	a protectorate	grupo	alternativoj	prononco
level	prozelito	käännynnäinen, käännynnäinen	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	rationalismi	rationalism	grupo	alternativoj	prononco
level	racionalisto	rationalisti	a rationalist	grupo	alternativoj	prononco
level	sinoptika	synoptinen	synoptic	grupo	alternativoj	prononco
level	skolastiko	skolastiikkaa	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	spiritismi, henkisyys	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	spiritisti	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	pamfletti	a pamphlet	grupo	alternativoj	prononco
level	taroko	tarot, taroc	tarot, taroc	grupo	alternativoj	prononco
level	teismo	teismi	theism	grupo	alternativoj	prononco
level	teisto	teisti	a theist	grupo	alternativoj	prononco
level	teokratio	teokratia	a theocracy	grupo	alternativoj	prononco
level	trusto	liiketoiminnan luottamus	a business trust	grupo	alternativoj	prononco
level	ukazo	ukaasi	a ukase	grupo	alternativoj	prononco
level	ultimato	uhkavaatimus	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	Shah	Shah	grupo	alternativoj	prononco
level	gramofono	gramofoni	a gramophone	grupo	alternativoj	prononco
level	kreditoro	velkoja	a creditor	grupo	alternativoj	prononco
level	ideografio	ideografia, kuvankirjoitus	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	idiomaattinen ilmaus	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	saada aikaan, päätellä, yleistää	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	nimellinen	nominal	grupo	alternativoj	prononco
level	arkipelago	saaristo (=arĥipelago)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	pikakirjoitus, pikakirjoitus	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ornitologia	ornithology	grupo	alternativoj	prononco
level	rekremento	jäännökset, kuoret, jätökset, vedot	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	pommi, pumppaus	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	geologi	a geologist	grupo	alternativoj	prononco
level	edikto	käsky, asetus	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	bareljeefi	a bas-relief	grupo	alternativoj	prononco
level	kariolo	ansa, koirakärry	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	makeinen, valmis puku	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	empiria, empirismi	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	navigointi	navigation	grupo	alternativoj	prononco
level	observatorio	observatorio	an observatory	grupo	alternativoj	prononco
level	abdiki	luopua kruunusta, erota	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	amiraliteetti	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarkia (=anarkio)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	maantieteilijä	a geographer	grupo	alternativoj	prononco
level	aĝio	agio, palkkio	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	autokratia	autocracy	grupo	alternativoj	prononco
level	demagogio	demagogiaa, demagogiaa	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	laituri, allas (jahti, vene, laiva)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	Eminents	Eminence	grupo	alternativoj	prononco
level	komandito	kommandiittiyhtiö	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	avajaisia	an inauguration	grupo	alternativoj	prononco
level	biologo	biologi	a biologist	grupo	alternativoj	prononco
level	katekisto	kateketti (=kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glukoosi (=glikozo)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	fysiologi	a physiologist	grupo	alternativoj	prononco
level	katekizi	katekisoida, ylittää kysymyksen (=kateĥizi)	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	pasifisti	a pacifist	grupo	alternativoj	prononco
level	kontribucio	korvauksia	reparations	grupo	alternativoj	prononco
level	naturalismo	naturalismi	naturalism	grupo	alternativoj	prononco
level	oligarkio	oligarkia (=oligarĥio)	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	pasifismi	pacifism	grupo	alternativoj	prononco
level	plutokratio	plutokratia	plutocracy	grupo	alternativoj	prononco
level	realismo	realismi	realism	grupo	alternativoj	prononco
level	sociologo	sosiologi	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	ehdollinen jännitys	conditional tense	grupo	alternativoj	prononco
level	albino	albiino	an albino	grupo	alternativoj	prononco
level	genciano	gentian (Gentiana)	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	luuta, kataja (Genista)	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	teri (=florkrono)	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	kastemato (=tervermo)	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	bluesia, huonoa mielialaa, melankoliaa	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	oleanteri	an oleander	grupo	alternativoj	prononco
level	plantago	plantago, plantain	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	etsaus	etching	grupo	alternativoj	prononco
level	aleno	tappelu, naskala	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	biretta, baretti	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	fagotti	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	kastannetti	a castanet	grupo	alternativoj	prononco
level	paŝtelo	pastelli, liitu, värikynä	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	peleriini, viitta	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	aniliini (fenyyliamiini)	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	helix, potkuri	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	elämäkerran kirjoittaja	a biographer	grupo	alternativoj	prononco
level	kalio	kaliumia	potassium	grupo	alternativoj	prononco
level	kinino	kiniini	quinine	grupo	alternativoj	prononco
level	kloro	kloori	chlorine	grupo	alternativoj	prononco
level	latero	sivu (monikulmion), reuna	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	natriumia	sodium	grupo	alternativoj	prononco
level	zefiro	sefiiri	a zephyr	grupo	alternativoj	prononco
level	regento	valtionhoitaja	a regent	grupo	alternativoj	prononco
level	vinkto	niitti, helmi	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	vivisektio	a vivisection	grupo	alternativoj	prononco
level	agronomo	agronomi, maanviljelijä	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	antropologi	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	bibliografi	a bibliographer	grupo	alternativoj	prononco
level	entomologo	entomologi	an entomologist	grupo	alternativoj	prononco
level	etimologo	etimologi	an etimologist	grupo	alternativoj	prononco
level	etiologo	etiologi	an etiologist	grupo	alternativoj	prononco
level	etnografo	etnografi	an ethnographer	grupo	alternativoj	prononco
level	genealogo	sukututkija	a genealogist	grupo	alternativoj	prononco
level	geometro	geometrikko	a geometrician	grupo	alternativoj	prononco
level	grafologo	grafologi	a graphologist	grupo	alternativoj	prononco
level	homeopato	homeopaatti	a homeopathist	grupo	alternativoj	prononco
level	kartografo	kartografi	a cartographer	grupo	alternativoj	prononco
level	kosmografo	kosmografi	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	meteorologi	a meteorologist	grupo	alternativoj	prononco
