C.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	reta gazeto	นิตยสารออนไลน์	an online magazine	grupo	alternativoj	prononco
level	rifuĝinto	ผู้ลี้ภัย	a refugee	grupo	alternativoj	prononco
level	riglilo	สายฟ้า	a bolt	grupo	alternativoj	prononco
level	risorto	ฤดูใบไม้ผลิ	a spring	grupo	alternativoj	prononco
level	amboso	ทั่งตีเหล็ก	an anvil	grupo	alternativoj	prononco
level	ruldomo (domveturilo)	รถแคมป์ปิ้ง รถบ้าน	a camping car, a motor home	grupo	alternativoj	prononco
level	rulseĝo	รถเข็นคนพิการ	a wheelchair	grupo	alternativoj	prononco
level	rulŝtono	หินแม่น้ำ ก้อนกรวด	a river rock, a pebble	grupo	alternativoj	prononco
level	artifiko	กลอุบายเคล็ดลับ	an artifice, a trick	grupo	alternativoj	prononco
level	sceptro	คทา	a scepter	grupo	alternativoj	prononco
level	selo	อาน	a saddle	grupo	alternativoj	prononco
level	servico	ชุดถ้วยชามบริการ	a crokery set, a service	grupo	alternativoj	prononco
level	simulanto	ผู้ป่วยที่ป่วยเป็นโรคร้าย	a sick patient, a malingerer	grupo	alternativoj	prononco
level	skarpo	ผ้าพันคอ	a scarf	grupo	alternativoj	prononco
level	skermado	ฟันดาบ	fencing	grupo	alternativoj	prononco
level	sketilo	สเก็ต (=glitilo)	a skate (=glitilo)	grupo	alternativoj	prononco
level	ĉarniro	บานพับ	a hinge	grupo	alternativoj	prononco
level	spektanto	ผู้ชม, ผู้ชม	a spectator, a viewer	grupo	alternativoj	prononco
level	spino (vertebraro)	กระดูกสันหลัง	a spine	grupo	alternativoj	prononco
level	sprono	เดือย	a spur	grupo	alternativoj	prononco
level	stampilo	แสตมป์, หมัด	a stamp, a punch	grupo	alternativoj	prononco
level	stepo	ทุ่งหญ้าสเตปป์	a steppe	grupo	alternativoj	prononco
level	stetoskopo	หูฟังของแพทย์	a stethoscope	grupo	alternativoj	prononco
level	stipendiulo	ผู้แสดงนิทรรศการ, นักวิชาการ	an exhibitioner, a scholar	grupo	alternativoj	prononco
level	stuci	ตัดแต่งเพื่อพอลลาร์ด	to trim, to pollard	grupo	alternativoj	prononco
level	sukringo	วงแหวนต้นไม้, วงแหวนประจำปี	a tree ring, anual ring	grupo	alternativoj	prononco
level	surfado	กีฬาโต้คลื่น	surfing	grupo	alternativoj	prononco
level	surfo	ท่อง	a surf	grupo	alternativoj	prononco
level	surfotabulo	กระดานโต้คลื่น	a surfing board	grupo	alternativoj	prononco
level	svatanto	gobetween ผู้จับคู่	a gobetween, a matchmaker	grupo	alternativoj	prononco
level	tajdo	กระแสน้ำ	a tide	grupo	alternativoj	prononco
level	talpo	ตุ่น	a mole	grupo	alternativoj	prononco
level	tamburisto	มือกลอง	a drummer	grupo	alternativoj	prononco
level	tanko	ถัง	a tank	grupo	alternativoj	prononco
level	telerlavujo	อ่างล้างจาน	a sink	grupo	alternativoj	prononco
level	tempopasigo	งานอดิเรก	a passtime	grupo	alternativoj	prononco
level	terfalo	แผ่นดินถล่ม	a landslide	grupo	alternativoj	prononco
level	tineo	ตัวมอด หรือตัวมอดเสื้อผ้า	a tineid, a clothes moth	grupo	alternativoj	prononco
level	bubalo	ควาย	a buffalo	grupo	alternativoj	prononco
level	tornistro (dorsosako)	กระเป๋าเป้สะพายหลัง (กระเป๋าเป้สะพายหลัง)	a backpack (backpack)	grupo	alternativoj	prononco
level	trifolio	โคลเวอร์ใบแชมร็อก	a clover, a shamrock	grupo	alternativoj	prononco
level	trompisto	นักต้มตุ๋น	an impostor	grupo	alternativoj	prononco
level	tropiko	เขตร้อน	a tropic	grupo	alternativoj	prononco
level	vakero	คาวบอย	a cowboy	grupo	alternativoj	prononco
level	vangokaveto	ลักยิ้ม	a dimple	grupo	alternativoj	prononco
level	vartistino	พี่เลี้ยงเด็ก, ผู้ดูแลเด็ก, พี่เลี้ยงเด็ก	a nanny, a child carer, a babysitter	grupo	alternativoj	prononco
level	venuso	ดาวศุกร์	Venus	grupo	alternativoj	prononco
level	videokamerao	กล้องวิดีโอ	a video camera	grupo	alternativoj	prononco
level	vintrodormo	การจำศีล	a hibernation	grupo	alternativoj	prononco
level	voĉkordoj	สายเสียง	vocal cords	grupo	alternativoj	prononco
level	zipo	ซิป	a zipper	grupo	alternativoj	prononco
level	zookulturado	การเลี้ยงสัตว์	farming of animals	grupo	alternativoj	prononco
level	agonii	ต้องทนทุกข์ทรมานถึงความตายต้องตาย	to suffer the throes of death, to be dying	grupo	alternativoj	prononco
level	ĉarlatano	คนหลอกลวง	a charlatan	grupo	alternativoj	prononco
level	ĉasaviadilo	เครื่องบินรบ	a fighter plane	grupo	alternativoj	prononco
level	ĉenkanto	เพลงแคนนอนเพลงกลม	a canon song, a round song	grupo	alternativoj	prononco
level	ĉielskrapulo	ตึกระฟ้า	a skyscraper	grupo	alternativoj	prononco
level	ĉizilo	สิ่ว	a chisel	grupo	alternativoj	prononco
level	ĝibulo	คนหลังค่อม	a hunchback	grupo	alternativoj	prononco
level	ŝovelmaŝino	รถขุด	an excavator	grupo	alternativoj	prononco
level	ŝpateto	จอบจอบอันเล็ก	a hoe, a small spade	grupo	alternativoj	prononco
level	ŝprucigilo	สปริงเกอร์	a sprinkler	grupo	alternativoj	prononco
level	ŝtupetaro	บันได	a ladder	grupo	alternativoj	prononco
level	ŝukorno	แตรรองเท้า	a shoe horn	grupo	alternativoj	prononco
level	branko	เหงือก, สาขา	a gill, a branchia	grupo	alternativoj	prononco
level	afekti	แกล้งทำเป็น	to feign, to pretend	grupo	alternativoj	prononco
level	kaleŝo	รถม้า	a carriage	grupo	alternativoj	prononco
level	ĉarpenti	เป็นช่างไม้, สร้าง, ก่อสร้าง	to carpenter, to build, to construct	grupo	alternativoj	prononco
level	atenci	เพื่อโจมตี	to assault	grupo	alternativoj	prononco
level	cimo	ตัวเรือด, hempteran	a bedbug, a hemipteran	grupo	alternativoj	prononco
level	argilo	ดินเหนียว	clay	grupo	alternativoj	prononco
level	amfibio	สัตว์ครึ่งบกครึ่งน้ำ	an amphibian	grupo	alternativoj	prononco
level	abdiko	การสละราชสมบัติ	abdication	grupo	alternativoj	prononco
level	degeneri	ที่จะเสื่อมโทรม	to degenerate	grupo	alternativoj	prononco
level	adulto	การล่วงประเวณี	an adultery	grupo	alternativoj	prononco
level	ardeo	นกกระสา	a heron	grupo	alternativoj	prononco
level	absorbo	การดูดซึม	absorption	grupo	alternativoj	prononco
level	abato	เจ้าอาวาส	an abbot	grupo	alternativoj	prononco
level	arĉo	คันธนูเครื่องดนตรี	a bow of musical instruments	grupo	alternativoj	prononco
level	asparago	หน่อไม้ฝรั่ง	asparagus	grupo	alternativoj	prononco
level	akuto	ความเฉียบแหลม	acuteness	grupo	alternativoj	prononco
level	absinto	แอ๊บซินธ์, ไม้หนอน	absinth, a worm wood	grupo	alternativoj	prononco
level	akaro	ไร	a mite	grupo	alternativoj	prononco
level	alciono	นกกระเต็น นกกระเต็น	a halcyon, a kingfisher	grupo	alternativoj	prononco
level	akuŝo	จะต้องทำงานหนัก, คลอดบุตร	to be in labor, to give birth	grupo	alternativoj	prononco
level	agaco	การทำให้รุนแรงขึ้น, ความรำคาญ, การระคายเคือง	aggravation, annoyance, irritation	grupo	alternativoj	prononco
level	amelo	แป้ง	starch	grupo	alternativoj	prononco
level	akaparo	การเข้าโค้งตลาดการผูกขาด	cornering the market, monopoly	grupo	alternativoj	prononco
level	ĉasta	บริสุทธิ์	chaste	grupo	alternativoj	prononco
level	civeto	ชะมด (=cibeto)	a civet (=cibeto)	grupo	alternativoj	prononco
level	Aleksandro	อเล็กซานเดอร์	Alexander	grupo	alternativoj	prononco
level	absceso	ฝี	an abscess	grupo	alternativoj	prononco
level	Anunciacio	การประกาศ	Annunciation	grupo	alternativoj	prononco
level	alno	ออลเดอร์, ผู้อาวุโส	an alder, an elder	grupo	alternativoj	prononco
level	alteo	Althea ชบา	Althea, hibiscus	grupo	alternativoj	prononco
level	akcipitro	เหยี่ยวนกเขา, ฮวัก	a goshawk, a hwak	grupo	alternativoj	prononco
level	amputo	การตัดแขนขา	amputation	grupo	alternativoj	prononco
level	altaro	แท่นบูชา	an altar	grupo	alternativoj	prononco
level	ablativo	ระเหย	ablative	grupo	alternativoj	prononco
level	aluno	สารส้ม	alum	grupo	alternativoj	prononco
level	amoniako	แอมโมเนียปราศจากน้ำ	anhydrous ammonia	grupo	alternativoj	prononco
level	amortizo	ค่าตัดจำหน่าย	amortization	grupo	alternativoj	prononco
level	stevardo	สจ๊วต	a steward	grupo	alternativoj	prononco
level	stevardino	แอร์โฮสเตส	a stewardess	grupo	alternativoj	prononco
level	blizardo	พายุหิมะ	a blizzard	grupo	alternativoj	prononco
level	debuti	เพื่อเปิดตัว	to debut	grupo	alternativoj	prononco
level	delto	เดลต้า	delta	grupo	alternativoj	prononco
level	orumi	เคลือบทอง เคลือบทองเกินไป	to plate in gold, to overgild	grupo	alternativoj	prononco
level	apokalipsa	สันทราย	apocalyptic	grupo	alternativoj	prononco
level	ribelo	การกบฏการลุกฮือ	a rebellion, uprising	grupo	alternativoj	prononco
level	baledo	บัลเล่ต์	ballet	grupo	alternativoj	prononco
level	bangalo	บังกะโล	a bungalow	grupo	alternativoj	prononco
level	pikniki	ไปปิกนิก, ไปปิกนิก	to picnic, to go on a picnic	grupo	alternativoj	prononco
level	avataro	อวตาร	an avatar	grupo	alternativoj	prononco
level	centavo	เซ็นทาโว	a centavo	grupo	alternativoj	prononco
level	branpano	ขนมปังโฮลวีท	a wholemeal bread	grupo	alternativoj	prononco
level	aermatraco	เตียงลม	an airbed	grupo	alternativoj	prononco
level	banĝo	แบนโจ	a banjo	grupo	alternativoj	prononco
level	bideo	โถชำระล้าง	a bidet	grupo	alternativoj	prononco
level	apendico	ภาคผนวก	appendix	grupo	alternativoj	prononco
level	flankokupo	งานอดิเรก, งานอดิเรก	a pastime, a hobby	grupo	alternativoj	prononco
level	agavo	ดอกโคม	Agave	grupo	alternativoj	prononco
level	brezi	ตุ๋น (ในความร้อนอ่อน)	to braise (in weak heat)	grupo	alternativoj	prononco
level	demenco	ภาวะสมองเสื่อม	a dementia	grupo	alternativoj	prononco
level	ĉevalpovo	แรงม้า	a horsepower	grupo	alternativoj	prononco
level	cipreso	ไซเปรส	a cypress	grupo	alternativoj	prononco
level	citro	จะเข้ (เครื่องดนตรี)	a zither (instrument)	grupo	alternativoj	prononco
level	abituro	ผู้สำเร็จการศึกษาระดับมัธยมปลาย arbituro	a high-school graduate, an arbituro	grupo	alternativoj	prononco
level	anso	ที่จับ, สลัก, ลูกบิด	a handle, a latch, a knob	grupo	alternativoj	prononco
level	harti	เพื่อเสริมสร้างธาตุเหล็ก	to fortify iron	grupo	alternativoj	prononco
level	monitoro	จอภาพ	a monitor	grupo	alternativoj	prononco
level	bonhavo	ทรัพย์สิน การครอบครอง ทรัพย์สิน	an asset, a possession, a property	grupo	alternativoj	prononco
level	afido	เพลี้ยอ่อน, เพลี้ยอ่อน (แมลง)	an aphid, aphis (insect)	grupo	alternativoj	prononco
level	ceceo	แมลงวันตัวหนึ่ง	a tsetse fly	grupo	alternativoj	prononco
